,0,1,2,3
TAS1R1,0.0047961448902693014,0.0020275624091209013,0.0,0.004577815244982194
ZBTB48,0.009776147853823136,-0.004338313588379597,-0.00616670353355433,0.004520762147870355
KLHL21,0.006828144898826027,0.016158981628224715,0.0,-0.0046251425101103754
PHF13,0.00507772931509913,0.008913736071608589,0.0,-0.004945621534854178
THAP3,0.007350222697319723,0.004514822599773245,-0.007579067245312817,-0.00488629949325047
DNAJC11,0.015097406854301079,0.0,0.007553644986686172,0.006162566925853221
CAMTA1,0.015802229924121735,0.02786833429461657,0.039493479447755664,0.0
VAMP3,0.005421129022160645,0.004247441121197246,0.0,0.0
PER3,0.011619348539310174,0.013924902001002375,0.0,0.008286591126183723
UTS2,0.002179876491586347,0.0,-0.0028707847548564433,0.002048192241324415
TNFRSF9,0.002068877922689386,0.0020063246726144185,0.0,0.0
PARK7,0.025606127834730916,-0.008073473583567848,-0.042374131495278695,-0.029434366019955582
ERRFI1,0.00906818620267653,0.007164194706525696,0.006754971361610728,-0.004697223614638099
SLC45A1,0.011095127479969491,0.0,0.0,-0.005895547578493589
RERE,0.02161089260992227,0.027993983891661946,0.021598689184521985,0.017986521538497967
ENO1,0.022929787812059985,0.0,-0.035791485093029166,-0.035480946453263384
CA6,0.0035883205408327925,0.0,0.0,0.0028561101521648938
SLC2A7,0.002568552897631526,0.0,-0.0032033258335544272,0.00252219702799417
SLC2A5,0.0044098423050535195,0.0021215910144517475,0.0,0.0038663768797095053
GPR157,0.00272562056988649,0.0,0.002239838093805782,0.0
H6PD,0.004330958799490103,0.004644622500432682,0.005716348760999213,0.004561392777814539
SPSB1,0.005465659021625565,0.0,0.0,0.0
SLC25A33,0.01179652148244538,0.0,-0.003250810825079743,0.0
TMEM201,0.0019287511888119373,0.010226039864547301,0.009050836496461327,-0.0033804849611638174
PIK3CD,0.008421740225331768,0.009963576951357836,0.0071769945139745755,0.0
CLSTN1,0.0202918277100018,0.02854804946087102,0.0,-0.028119678689460133
CTNNBIP1,0.01068813650173081,0.0068982902738231626,0.0073574950261903315,0.0
LZIC,0.009566191000464118,0.0035187389655344705,-0.003724131910341249,0.0
NMNAT1,0.012629968661157169,0.0,0.0,0.009005235743845947
RBP7,0.003114676022095443,0.0,0.0,0.0
UBE4B,0.022300075291722128,0.01074798537811279,0.02081232200258767,0.010846989525063844
KIF1B,0.027448434710569375,0.01699631788424566,0.017679897691480616,0.006433365932402256
PGD,0.007579521997161078,0.005844762216160286,0.0,-0.008719828887601914
APITD1-CORT,0.004073006042277346,0.0,0.0,0.003248679819115126
DFFA,0.011239971514759941,0.005365630940998564,-0.004335558802818442,0.0017751217490854663
PEX14,0.015884265285469365,0.004704462440018204,0.0,0.005944430318403345
CASZ1,0.0031196047640416934,0.0037955752744529845,0.0,0.0033884815829467205
C1orf127,0.001997025735774717,0.0,0.0,0.0023465027184899536
TARDBP,0.0019010304937556468,0.0036626810925781566,0.0,0.0
RP4-635E18.9,0.002215258415654499,0.003423313808327625,0.0,0.0023475206471784823
MASP2,0.008993421271591603,-0.003779854236057229,-0.010826708926486791,0.004545100929505708
SRM,0.007592325216853726,0.014004858030675013,0.0,-0.008028541452267378
EXOSC10,0.015659264156027912,0.0,0.0,0.010785546729563139
MTOR,0.01870439399392585,0.0029054982182319345,0.0,0.008249965438052991
ANGPTL7,0.002904290026416452,0.0,0.0,0.0
UBIAD1,0.006431472850508735,0.0,-0.0029811671618028062,0.0026649071343477874
PTCHD2,0.0027000301366029507,0.006479452181168147,0.0,0.005741018520740991
FBXO2,0.02076266557949427,0.0,-0.02796118839698132,-0.029192480822322432
FBXO44,0.014392011945602386,0.01734297627157881,0.0,-0.008506492170518846
FBXO6,0.006856889974392242,0.0021223099240653214,-0.007596186627256691,0.0
MAD2L2,0.006477371066775645,0.0,-0.008856830385669588,-0.003532960731700336
DRAXIN,0.0035314005895695634,0.0,-0.005119106690699222,0.004390064317480674
AGTRAP,0.0017476887200278024,0.002849978089607068,0.0,0.0
C1orf167,0.0021798283009286153,0.0018076755879068139,0.0,0.0017809656548221828
MTHFR,0.0076087477336236175,0.007962617574660446,0.0,0.004404783443039636
CLCN6,0.01423739031100129,-0.004409051953305199,-0.006648606883088916,0.005725343317964097
NPPA,0.004646273856868872,0.0,-0.006059407531057831,0.0
KIAA2013,0.008217571891460551,0.007747904156491821,0.0,-0.0017464719791588366
PLOD1,0.004326342495384646,0.010091547633635565,0.0,0.0
MFN2,0.013579743565638291,0.015128476498987624,0.0,-0.012114778441967858
MIIP,0.005297270467088498,0.0024928973866703806,-0.003967885926964057,-0.0029285946772904066
TNFRSF8,0.004910656009629415,0.0029961210935179764,0.0,0.002607695748758084
TNFRSF1B,0.002455050700766601,0.0,0.0,0.0
VPS13D,0.0225448953667379,0.016395736248907902,0.01636626805708038,0.007161608434050688
DHRS3,0.004808189889432432,0.0020012838194849785,0.003624559398755608,-0.0039316688428873425
HNRNPCL1,0.0014051439355737619,0.002225935018643676,0.0,0.0034037883337956656
PRAMEF6,0.0014153742345348452,0.0014125320843454427,0.0,0.0
PRAMEF26,0.0016535842306748014,0.0032061993000092387,0.0,0.0
LRRC38,0.003311727377967803,0.001638797818665527,0.0,0.002811452457376638
PDPN,0.007062536264558812,0.0,0.0,0.0
PRDM2,0.025058272021262283,0.005690820389736367,0.005841969481375499,0.0
KAZN,0.022513578288699584,0.010832656775410553,0.04043171067505197,0.0
TMEM51,0.00294983707011759,0.002837467183332249,0.0,0.0031493961423231277
FHAD1,0.009634337141573846,0.0,0.0,0.005952370872540217
EFHD2,0.008842200953120525,0.03242019627562384,0.0,-0.020934329701201203
CTRC,0.0014881771845332984,0.0,0.0,0.0
CELA2A,0.0019161885221616,0.0,-0.0023156712236759016,0.002359397908378977
CELA2B,0.007408050958322743,-0.00445438984790241,-0.004429262938023593,0.001899383524912319
CASP9,0.005607165090957565,0.0029552547103998796,0.003884459634234951,0.002413297017442556
DNAJC16,0.013189410292187025,0.00792236920595124,0.006623110877651552,0.0
AGMAT,0.0045601503107930855,0.0,-0.0027410766951082334,0.0014656363953975157
DDI2,0.012675587896278977,0.009014662028187114,0.008176521332745266,0.003905909300626045
PLEKHM2,0.009095005912943925,0.016033809677079403,0.0132506790885462,0.0
SLC25A34,0.002850517853286034,0.006530245769938442,0.0031728938154670797,0.003431161410538958
FBLIM1,0.005167889576574297,0.0027167328359912935,0.0,0.004480572914175182
UQCRHL,0.024114441195708224,0.0058097536431512865,-0.04164150690861847,-0.02662232649693017
SPEN,0.008461930760418328,0.0203175409007805,0.0,0.006049267993787305
ZBTB17,0.007699460320743602,0.004302929228207278,0.0,-0.00223884837642725
HSPB7,0.0,0.007216698048389711,-0.0051335477001525544,-0.001894679129012193
FAM131C,0.002981368224638568,0.007469894954280081,0.0,-0.0059430699767546846
RSG1,0.0031657269248086583,-0.002723268613462764,-0.002465611529019758,0.0
FBXO42,0.016575062585393374,0.006911747701540896,0.0,0.014547208772723544
SZRD1,0.004584537787647239,0.005569563657038605,0.0,0.0
SPATA21,0.00707918130882942,-0.001968495561638932,0.0,0.005568745190013531
NECAP2,0.010884954827975569,0.0,-0.007760625509928215,0.003936387646562559
NBPF1,0.01472581612854187,0.007918876542847689,0.0,0.010330712608208307
CROCC,0.011700534887866062,0.019910144031138624,0.0,0.010570665790858661
ATP13A2,0.018350105865288166,0.01078356044888615,0.0,-0.010675448115756122
SDHB,0.01793557464761117,0.0,-0.009709612986753408,-0.0043446649107052706
PADI2,0.005579657753662088,0.002560916850440644,0.0,0.005471177759336147
PADI3,0.001347023978888711,0.002072053332436884,0.0,0.0
PADI4,0.006346963104454401,-0.007676067679170352,0.0037456971322154375,0.0
PADI6,0.0021825855161351493,0.0,0.0,0.0
RCC2,0.005964367267633034,0.018548419590664892,0.005007235500222583,0.0
ARHGEF10L,0.009260704692906747,0.0043764067796748345,0.0075140435198275,0.004685658231589155
ACTL8,0.002094111415340244,0.002229276524981303,-0.002365176298989109,0.0
IGSF21,0.013260015461045445,0.01900693775767699,0.0,0.0
PAX7,0.004626084061357987,0.002454257206435363,0.0,-0.0022887934296393327
IFFO2,0.005950352657730766,0.0,0.0,0.007795922412250978
UBR4,0.016892649114671643,0.011776565634265615,0.003570603264071887,0.0
EMC1,0.00917139763503894,0.005999411010988276,0.0,-0.0025031978450039977
MRTO4,0.013133317783078288,-0.004563068407028351,-0.00487626241013237,-0.00426360401382706
AKR7A3,0.0020595605810545437,0.0,0.0,0.0016844551526345518
AKR7A2,0.010445268774035232,-0.005495822040507607,-0.010912354827013117,-0.0057865921486625685
PQLC2,0.006083243854393617,0.002914237782001273,0.0,0.0
CAPZB,0.015806995686519523,0.013440630133835795,0.0,-0.007119595786768916
MINOS1-NBL1,0.0038698450147473936,0.0,0.0,0.0018169740360835453
NBL1,0.008699230177744073,0.018011385893183702,0.0,-0.023066943740803945
HTR6,0.0013198022577739165,0.0,0.0,0.0015404036733599091
TMCO4,0.009573277290359927,-0.00470135766737431,0.0,0.004242780363909576
OTUD3,0.014573879977963168,0.0,0.01058742697398848,0.0
PLA2G5,0.0021197638403471237,0.0,0.0,0.0018369808409236723
PLA2G2C,0.0021816676181617175,0.0,0.0,0.002942912265311841
UBXN10,0.005188682948377012,0.0,0.0,-0.0024118932284289607
VWA5B1,0.0027992962290827165,0.0,0.0,0.00262815526266927
CAMK2N1,0.005782129122550869,0.04568594194956656,0.0,-0.009020743209319677
MUL1,0.006228384320461253,0.005268224837487272,0.0,-0.007963877402924126
FAM43B,0.0016166674016548014,0.00945965105416545,0.0,-0.008542942912607404
CDA,0.0025068955279684653,0.0017285002515761369,0.0,0.0
PINK1,0.022356094509568887,0.006635213461414033,0.0,-0.028394621048626285
DDOST,0.012824178892793124,-0.0023694592439739643,-0.010597097809660326,-0.0036944076919398225
KIF17,0.012309709147714395,0.0063550328328373755,0.0,-0.007746086358798968
SH2D5,0.00857563952621872,0.0,0.0,-0.00621042269204809
HP1BP3,0.013210265823904676,0.03309268609735205,0.00781444338569087,0.0
EIF4G3,0.02502328700061835,0.02462609933968194,0.03523566267995584,0.018501830658267333
ECE1,0.013285249396784313,0.01114777506263317,0.008574858277209128,0.007529036100858585
NBPF3,0.012122629027353718,0.005497936852990819,0.0,0.004758616782863925
ALPL,0.0040796752609290315,0.003696919623081424,0.0,0.0
RAP1GAP,0.017300466207063048,0.025721639634837257,0.008517339994272434,-0.005393264001006716
USP48,0.017656672101125485,0.007897415186102711,0.0,0.010456985130021922
LDLRAD2,0.004481591822534203,0.0,-0.0035444405151975247,0.003209197842183909
HSPG2,0.004669901533761475,0.003417335734977404,0.0,0.004326292538351999
CELA3B,0.003677770932999144,0.0,0.0,0.002012250859747459
CELA3A,0.0022436125735637567,0.002562993506500631,0.0,0.0
CDC42,0.01908189445259487,0.01310022230669411,0.0,-0.01809851689087563
WNT4,0.0009702738461590834,0.004594157382162097,0.0,0.0
ZBTB40,0.007767275132131646,0.009200558468290834,0.0,0.0
EPHA8,0.0025517182078504965,0.004707989363596675,0.0,0.0
C1QB,-0.00070909851322739,0.0,-0.0036659480484494845,0.0
EPHB2,0.012743280424056147,0.005793355449438358,0.0,0.010449506812416643
LACTBL1,0.0016225062110302368,0.0,0.0,0.0
C1orf234,0.0022490294463777356,0.0,0.0,0.0031882012287228
KDM1A,0.015461141168746275,0.005825667434158072,0.0,0.004971080363247653
LUZP1,0.024253954586623924,0.0,0.0,0.006009731174078797
HTR1D,0.0008641012630458354,0.004342707608485415,-0.00457601463126321,0.0
HNRNPR,0.015458576831617603,0.009047775230758094,-0.010214042292489784,-0.009044998274422473
ZNF436,0.005645441233993553,0.011097056449213247,0.0,-0.005862536205558032
TCEA3,0.004932652860305158,0.004885911921392231,-0.003897611508280858,0.0
ASAP3,0.005496772738743754,0.006689167536078962,0.0,0.003059870666772017
E2F2,0.0017808703302901229,0.0,0.0,0.0
ID3,0.0,0.001912246908419618,0.0,0.0
MDS2,0.003802647817399185,0.0,0.0,0.003220472231876009
RPL11,0.02230999699052017,0.00487168904999589,-0.04900119267250713,-0.019410923264668194
TCEB3,0.008894476787522771,0.00996109496783619,0.0,-0.0025990133857677882
PITHD1,0.022502486056740517,0.005947006330637181,-0.028452691337191763,-0.02747391631709845
LYPLA2,0.005814464061629344,0.007504085457070838,0.0,-0.008759204424460196
GALE,0.0075319536773140044,0.0025620129894442633,0.0,-0.0016929104884267692
HMGCL,0.010350958114208313,-0.003735458470590588,0.0,0.0024570461944673286
FUCA1,0.007918939593650958,0.0015193479297564384,0.0,0.0
CNR2,0.0037535940646181883,0.002256789259788306,0.0,0.0016000466253787795
PNRC2,0.009255972303663384,0.01113680934020949,-0.012835054928381327,-0.010264666648771162
SRSF10,0.024760509955772697,0.0026408804461717497,-0.012839329150431452,0.0
MYOM3,0.003182215647618329,0.0,0.0,0.0
IL22RA1,0.0034173398382112423,0.0024172157194265803,-0.003394085441751844,0.0035344003739259276
IFNLR1,0.00400359370929787,0.005093988095110035,0.005499906475749472,0.004635976033016459
STPG1,0.010010754279212702,0.00642276263574003,0.0,-0.0026596297215462058
NIPAL3,0.015231841994857045,0.007621087914633078,0.0,-0.00794267294453449
RCAN3,0.0032967880038164265,0.004029853029937413,0.0,0.0
NCMAP,0.005610217317326258,0.0020330006414514584,0.0,0.004045715551558465
SRRM1,0.015346087396859134,0.007455558022171795,-0.006902175491385636,0.0
CLIC4,0.004558399724067833,0.004225134907033686,0.0,0.0
SYF2,0.016770889323986907,-0.003988891589365494,-0.01945631757583753,-0.009321146344401988
RSRP1,0.026999424861917847,0.003864809342370422,0.0,0.013394328980238061
RHD,0.013185231201538864,-0.010690264106212547,-0.014916884930443165,0.008307402115500639
TMEM50A,0.017659272873352807,0.007077017971232054,-0.010908851971190642,-0.008307702251769203
RHCE,0.007525610061233785,-0.002217809638588252,0.0,0.0060901387514029435
TMEM57,0.019614515670918112,0.009615008523526095,0.0,0.009220991174851598
LDLRAP1,0.0023458582805276004,0.0044680714706572255,0.002774485083326613,0.0
MAN1C1,0.016155600577887615,0.010433395950573379,0.0,0.014276815223696959
SEPN1,0.0032159279106475326,0.0,0.0,0.006839088017247338
RP1-317E23.6,0.0008234102754548912,0.0,0.0,0.0
MTFR1L,0.009862713732214253,0.010018551287622895,0.0,-0.011450529999005688
AUNIP,0.007803521957187219,0.0,-0.002500015076274315,0.0
PAQR7,0.001249357442061329,0.0022933128862974595,0.004661560290997166,0.0
STMN1,0.03284698709562329,0.0,0.0,-0.04368672032276621
PAFAH2,0.005759112414626414,0.0024991664847089498,0.0,0.003430241502726746
EXTL1,0.00726193314822207,0.009089628173007956,0.0071380284900030766,0.0
SLC30A2,0.0035178685870070805,0.0,-0.004855886098108254,0.002362981746677013
TRIM63,0.0024624299333810447,0.0,0.0,0.0
PDIK1L,0.007774488474216613,0.00952339256128424,0.0,-0.0032287938522635867
FAM110D,0.00224237656597424,0.0,-0.0030355765249290754,0.0
RP11-96L14.8,0.0020379270280445477,0.0,0.0,0.0
ZNF593,0.009211061940213129,-0.003496850652433591,0.0,-0.014277020851961286
CNKSR1,0.0034418511839189366,0.0029385051411363805,0.0,0.0027179431193276463
CATSPER4,0.0016097593609612848,0.0,0.0,0.0
CEP85,0.00784816843982708,0.004257865921167312,0.0,0.005324624334385546
SH3BGRL3,0.01837400972853323,0.013467669772716056,-0.03242307192127708,-0.030466322226410956
UBXN11,0.010262999413974279,0.0,-0.012864674869218759,-0.006660029023369967
CD52,0.004504595880706026,0.008181744465250405,-0.01153457160217702,-0.005492642756199759
AIM1L,0.0022138216895870103,0.0,0.0,0.0
ZNF683,0.0015092878908024346,0.0,0.0,0.0022696567622077627
LIN28A,0.001711889783613616,0.0023528361672630537,0.0,0.002036747821130919
DHDDS,0.018259771047445274,-0.005711326336114668,0.0,0.005611786481663277
HMGN2,0.013552354170983208,0.0,-0.012275402360316875,-0.009767201974799928
RPS6KA1,0.003450352037653228,0.0031283493525277456,0.0,0.0
ARID1A,0.014004937107620515,0.011186118935899471,0.007546647342296004,0.0056937542008589515
PIGV,0.005918189938803147,0.0020481520545493907,0.0,-0.004584581565712504
ZDHHC18,0.00469981380994842,0.013619033135537873,0.003969858190697657,0.0
GPN2,0.007645213317388518,0.0074173443915069096,0.0,0.0
GPATCH3,0.006674597978325535,0.0,0.0,-0.0025244284035287924
NUDC,0.01982552750948266,0.0,-0.027565305668215714,-0.01908852992198016
KDF1,0.0023650743583330217,0.0030320222532825526,-0.0052100836614680296,0.0
TRNP1,0.008278145566009684,0.0104827136156673,0.0,-0.010618003387865407
FAM46B,0.0035474467692735764,0.0,0.0,0.0
SLC9A1,0.006571690002889795,0.009534290716127465,0.009802386030611579,0.0
WDTC1,0.00886478020946352,0.01382696658300912,0.010947078949763907,0.0
TMEM222,0.007750018490948205,0.005366419164725497,0.0,-0.008222617005012945
SYTL1,0.0017012735595038587,0.004671131062282023,-0.0030689815633873994,0.0014104008815804996
MAP3K6,0.00149671424030446,0.007948493669841034,0.004232160372174875,0.0
FCN3,0.0015143914768308898,0.0,0.0,0.0
CD164L2,0.0010075231888594166,0.0,0.0,0.0
GPR3,0.0025805180485061856,-0.001270893428293424,0.005134637742511691,-0.0032808174003812795
WASF2,0.0095143738240852,0.008280093070899632,0.0,0.006374115946404146
AHDC1,0.006682898600010064,0.027854014501068114,0.00907803401446346,0.0
FGR,0.0027773601267097724,0.001764541432225025,-0.003061881170851782,0.002314366186854738
IFI6,0.01223159451544863,0.0037843771181378123,0.0,-0.021747606593372458
FAM76A,0.009257213575717089,0.004815682914190447,0.003289024247041998,0.002656190801985788
STX12,0.021933958900562565,0.004019567455664126,0.0,0.005686919263543653
PPP1R8,0.008881334465203734,0.005791888132426325,-0.005248105576729244,-0.002840944217643075
THEMIS2,0.005821957337588753,0.002082502436188897,0.0,-0.002885993233926492
RPA2,0.013212462210252247,0.0,-0.016908199064496497,-0.006977059912155822
SMPDL3B,0.0038877798465257714,0.0,-0.0022514047508954173,0.0
XKR8,0.0015572150460442032,0.003367452645100093,-0.002982488727257428,0.0
EYA3,0.016118847637477004,0.010858212132229476,0.0,0.013803880481941186
PTAFR,0.00525117567009915,0.0,0.0,0.005896927369473814
DNAJC8,0.016575146418397274,0.006061148627313754,0.0,-0.012914572989972877
ATPIF1,0.03022907530976934,-0.007832203462244922,-0.04255341940484432,-0.028806033918090848
SESN2,0.005110945589091154,0.005860995360290157,0.0,-0.003083300635981714
MED18,0.004709419167951364,0.0024452814377354027,0.0,-0.003954805846304423
PHACTR4,0.01630967093807376,0.007529513747565272,0.0,0.013650936769654037
RCC1,0.015914543507644277,0.0,-0.014101865966921881,0.0
TRNAU1AP,0.016995250545778506,0.0,0.0,0.011008619100694514
TAF12,0.010400651599269587,0.002658537166499166,0.0,0.0
RAB42,0.0007562961085954496,0.0,0.0,0.0
GMEB1,0.009419648870959911,0.0,0.0,0.005935871193550352
YTHDF2,0.014186659236990914,0.011404070557120612,0.0,-0.008852444721102328
OPRD1,0.008517675527172482,0.01049115386841109,0.0,0.011955014260160154
EPB41,0.01587605557675064,0.012465609579487738,0.016080307432474773,0.010372462587049613
TMEM200B,0.0017658459461895935,0.0,0.0032870757583034916,0.0
SRSF4,0.01730171001398484,0.012702964454594554,0.0,0.005951425755956344
MECR,0.020186643887822306,-0.009276144332119584,-0.012880939724048818,0.0
PTPRU,0.0026579693113696744,0.018685810714345573,0.009030621910570373,-0.00619496062573306
MATN1,0.0028195303116186144,0.0,0.0,0.0
LAPTM5,0.001104108340796637,0.0,0.0,-0.002302971753616337
SDC3,0.010666739331858657,0.00866034749800639,0.003055208216236654,-0.0041775947375473806
PUM1,0.016267499088757405,0.03112538880336497,0.016761056734040145,-0.004994112856098311
NKAIN1,0.007472446015826108,0.005638542591649903,0.0,0.006069817698807075
SNRNP40,0.012811930565846433,-0.0020729279008273073,0.0,0.005054580568466949
ZCCHC17,0.02006243446147809,-0.0034405037724846094,-0.013585247037090986,-0.009407555404513025
FABP3,0.014635449520455078,0.0,0.0,-0.023977494995740027
SERINC2,0.003078399952870471,0.0,0.0,0.0034574498434468623
HCRTR1,0.0025917989565011523,0.0,0.0,0.0
PEF1,0.012120252933236484,0.004065339560293991,0.0,-0.02186973742736231
COL16A1,0.012320530110391295,0.00758223084647236,-0.008189574899160851,0.0
ADGRB2,0.010994354805245445,0.017313437248278808,0.0,-0.010736015539229305
SPOCD1,0.0019051115260085147,0.0,0.0,0.0037048545643293485
PTP4A2,0.0072101895996300866,0.0025836886285036348,0.0,0.005899408924632161
KHDRBS1,0.017978172479277493,0.011785847233577179,0.0027378428102465464,0.0
TMEM39B,0.008379478555297394,0.006251048252452187,0.0,0.004081372061341751
KPNA6,0.02172992468102225,0.010388022913158058,0.0,0.0
TXLNA,0.004659659284782881,0.009367231447567632,0.0,0.0
CCDC28B,0.006394989538603621,0.0,-0.009355439357713066,-0.0037006292423883394
IQCC,0.004441983518153886,0.0,-0.004591513753506904,0.0
DCDC2B,0.006903104165659412,-0.008240249598796752,-0.0052864528730860606,0.004258061485570067
TMEM234,0.008909816457967911,-0.00366517256721682,-0.0060480011914439205,0.0
EIF3I,0.016251868986192682,0.0,-0.03039320554952462,-0.018813634692101303
FAM167B,0.0,0.0022611921216406494,0.0,0.0
LCK,0.0026274499905260193,0.001952515158575608,0.0,0.002987212441334885
HDAC1,0.004320442706996488,0.005411584162897234,0.0,0.0032199059764431177
MARCKSL1,0.010070146826577423,0.005866453692247115,0.0,-0.015299885445508744
